Snapshot, Tunnel cluster, Tunnel, Throughput, Cost, Bottleneck radius, Bottleneck R error bound, Length, Curvature
cavity_glu_prot_Q10_EM_100kJ_water.pdb, 1, 1, 0.7618919309498933, 0.2719505562537119, 2.2088447990493236, -, 19.09471639670102, 1.1235622673504535
cavity_glu_prot_Q10_EM_100kJ_water.pdb, 2, 2, 0.6689124942460088, 0.40210202823717134, 1.5933009527548767, -, 20.214107540233673, 1.5378163155688562
cavity_glu_prot_Q10_EM_100kJ_water.pdb, 3, 3, 0.6269202752257256, 0.4669358991838516, 1.1484139878237112, -, 17.895077041721365, 1.1760509485731339
cavity_glu_prot_Q10_EM_100kJ_water.pdb, 4, 4, 0.3534752566037663, 1.0399417915584852, 0.9254433165468667, -, 24.89519559360636, 1.3285933442377094
cavity_glu_prot_Q10_EM_100kJ_water.pdb, 5, 5, 0.29451503844265653, 1.2224252128728195, 0.9670806064103277, -, 34.67714135277356, 2.0135171817516593
cavity_glu_prot_Q10_EM_100kJ_water.pdb, 6, 6, 0.22560557144705817, 1.4889670635326007, 0.9320314199153572, -, 38.274873941525826, 1.3373978832736741
cavity_glu_prot_Q10_EM_100kJ_water.pdb, 7, 7, 0.19473934113056424, 1.6360933267659747, 0.9327787934324647, -, 48.04098692248353, 1.4288617775391057
cavity_glu_prot_Q10_EM_100kJ_water.pdb, 8, 8, 0.16483185298273004, 1.8028293975212561, 0.9327787934324647, -, 48.261190459603945, 2.5063222387077126
